customer_key,prefix,first_name,last_name,birth_date,marital_status,gender,annual_income,total_children,education_level,occupation,home_owner,income_sort
25603,MS.,DAWN,GUO,3/24/1969,S,F,"$60,000 ",0,Graduate Degree,Skilled Manual,Y,7
25604,MR.,MARTIN,VANCE,3/27/1969,S,M,"$60,000 ",0,Graduate Degree,Skilled Manual,N,7
25605,MRS.,ABBY,KOVÁR,4/22/1952,S,F,"$20,000 ",2,Partial College,Manual,N,2
25606,MRS.,MEREDITH,FERNANDEZ,11/9/1952,S,F,"$20,000 ",2,Partial College,Manual,Y,2
25607,MRS.,SHARON,CHANDER,11/26/1952,S,F,"$20,000 ",2,Partial College,Manual,N,2
25608,MRS.,SANDRA,ZENG,8/3/1952,S,F,"$20,000 ",2,Partial College,Manual,N,2
25609,MRS.,JAIME,RUIZ,11/3/1951,S,F,"$20,000 ",2,Partial College,Manual,N,2
25610,MRS.,BRITTNEY,ZHAO,4/23/1968,S,F,"$10,000 ",2,High School,Manual,Y,1
25611,MRS.,DEANNA,RODRIGUEZ,11/10/1968,S,F,"$10,000 ",3,High School,Manual,Y,1
25612,MR.,CLINTON,RUBIO,9/21/1968,S,M,"$20,000 ",1,Partial College,Manual,N,2
25613,MR.,ERIK,RUIZ,12/19/1968,M,M,"$20,000 ",1,Partial College,Manual,Y,2
25614,MRS.,DEANNA,SUBRAM,5/16/1968,M,F,"$20,000 ",1,Partial College,Manual,Y,2
25615,MRS.,DESTINY,HALL,4/28/1968,M,F,"$30,000 ",1,Bachelors,Clerical,Y,4
25616,MR.,JÉSUS,RUBIO,2/27/1968,M,M,"$30,000 ",1,Bachelors,Clerical,Y,4
25618,MR.,ALBERT,HERNANDEZ,6/24/1968,M,M,"$30,000 ",1,Bachelors,Clerical,N,4
25619,MR.,RAFAEL,RAJI,3/23/1968,M,M,"$30,000 ",1,Bachelors,Clerical,Y,4
25620,MR.,ALEJANDRO,LU,4/27/1968,M,M,"$90,000 ",4,Bachelors,Management,Y,10
25621,MR.,BRANDON,FLORES,1/14/1968,M,M,"$90,000 ",4,Bachelors,Management,Y,10
25622,MRS.,MARY,HILL,1/10/1968,S,F,"$100,000 ",2,Bachelors,Management,Y,11
25623,MRS.,MARIA,OLIVER,3/5/1968,M,F,"$100,000 ",2,Bachelors,Management,Y,11
25624,MRS.,MARY,SCOTT,10/10/1968,M,F,"$100,000 ",3,Bachelors,Management,Y,11
25625,MRS.,KRYSTAL,CAI,7/18/1964,M,F,"$10,000 ",3,Partial High School,Manual,Y,1
25626,MRS.,JANET,DIAZ,5/21/1964,M,F,"$10,000 ",3,Partial High School,Manual,Y,1
25627,MR.,JOE,CARLSON,3/24/1964,M,M,"$20,000 ",2,High School,Manual,Y,2
25628,MRS.,JESSIE,DOMINGUEZ,5/27/1964,M,F,"$20,000 ",3,High School,Manual,Y,2
25629,MR.,MICHEAL,SERRANO,10/7/1963,M,M,"$10,000 ",3,Partial High School,Manual,Y,1
25630,MRS.,MANDY,ZENG,10/14/1963,M,F,"$10,000 ",3,Partial High School,Manual,Y,1
25631,MRS.,JULIE,DENG,8/8/1963,S,F,"$20,000 ",3,High School,Manual,N,2
25632,MR.,LEE,MORENO,10/17/1932,S,M,"$20,000 ",2,Partial College,Manual,N,2
25633,MRS.,TARA,SUTTON,8/11/1933,M,F,"$30,000 ",1,Bachelors,Skilled Manual,Y,4
25634,MS.,LYDIA,ARUN,11/25/1966,S,F,"$40,000 ",0,Bachelors,Professional,N,5
25635,MR.,WARREN,ZHAO,4/9/1966,M,M,"$40,000 ",0,Bachelors,Professional,N,5
25636,MR.,TOMMY,RAJI,3/26/1966,S,M,"$40,000 ",0,Bachelors,Professional,N,5
25637,MS.,RAQUEL,MORENO,4/24/1966,M,F,"$80,000 ",0,Graduate Degree,Skilled Manual,Y,9
25638,MR.,DALE,TANG,3/11/1965,S,M,"$30,000 ",2,Partial College,Clerical,N,4
25639,MR.,RUSSELL,LAL,8/2/1965,M,M,"$30,000 ",2,Partial College,Clerical,Y,4
25640,MRS.,CANDICE,ZHAO,11/25/1965,S,F,"$30,000 ",2,Partial College,Clerical,Y,4
25641,MRS.,DANA,SCHMIDT,2/26/1965,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y,5
25642,MR.,JON,RAI,3/12/1965,M,M,"$40,000 ",1,Bachelors,Skilled Manual,Y,5
25643,MR.,SERGIO,ARUN,8/19/1964,M,M,"$30,000 ",2,Partial College,Clerical,Y,4
25644,MR.,ANDREW,LEWIS,7/8/1964,M,M,"$30,000 ",2,Partial College,Clerical,Y,4
25645,MR.,TOMMY,SHEN,8/23/1964,S,M,"$30,000 ",2,Partial College,Clerical,Y,4
25646,MR.,RANDALL,TORRES,10/17/1964,M,M,"$40,000 ",1,Bachelors,Skilled Manual,Y,5
25647,MRS.,KAITLYN,HERNANDEZ,2/9/1964,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y,5
25648,MRS.,MICHELE,CARLSON,6/19/1963,M,F,"$30,000 ",2,Partial College,Clerical,Y,4
25649,MRS.,TRINITY,MORGAN,11/24/1963,S,F,"$30,000 ",3,Partial College,Clerical,Y,4
25650,MRS.,JILLIAN,SRINI,5/6/1963,M,F,"$30,000 ",3,Partial College,Clerical,Y,4
25651,MR.,ALVIN,YUAN,6/16/1963,M,M,"$40,000 ",1,Bachelors,Skilled Manual,N,5
25652,MS.,RACHAEL,SARA,6/27/1978,S,F,"$20,000 ",0,High School,Manual,N,2
25653,MR.,ALAN,GAO,9/20/1977,S,M,"$20,000 ",0,High School,Manual,N,2
25654,MRS.,CARLA,MALHOTRA,4/3/1979,M,F,"$20,000 ",4,High School,Manual,Y,2
25655,MRS.,VIRGINIA,ARUN,2/15/1963,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y,5
25656,MRS.,BRENDA,SANCHEZ,11/9/1962,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y,5
25657,MRS.,TAMMY,GONZALEZ,4/14/1962,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y,5
25658,MR.,RICKY,DOMINGUEZ,5/4/1962,M,M,"$40,000 ",1,Bachelors,Skilled Manual,N,5
25659,MR.,LEE,NAVARRO,2/5/1962,M,M,"$40,000 ",1,Bachelors,Skilled Manual,Y,5
25660,MR.,WARREN,PAL,3/27/1962,M,M,"$40,000 ",1,Bachelors,Skilled Manual,Y,5
25661,MR.,MANUEL,SAI,7/12/1962,M,M,"$40,000 ",1,Bachelors,Skilled Manual,Y,5
25662,MR.,ANDRE,KAPOOR,5/9/1978,M,M,"$30,000 ",3,Partial College,Clerical,Y,4
25663,MR.,MASATO,KAWAI,7/23/1978,M,M,"$30,000 ",3,Partial College,Clerical,Y,4
25664,MR.,JON,HU,7/22/1978,M,M,"$30,000 ",4,Partial College,Clerical,Y,4
25665,MS.,THERESA,ROMERO,10/5/1977,S,F,"$20,000 ",0,High School,Manual,N,2
25666,MR.,MICHEAL,MUNOZ,11/5/1977,M,M,"$30,000 ",5,Partial College,Clerical,Y,4
25667,MS.,JACLYN,GAO,10/28/1977,S,F,"$30,000 ",0,Partial College,Clerical,N,4
25668,MS.,CAROLYN,LOPEZ,9/25/1977,S,F,"$30,000 ",0,Partial College,Clerical,Y,4
25669,MS.,STACY,ORTEGA,11/27/1977,S,F,"$30,000 ",0,Partial College,Clerical,N,4
25670,MS.,ARIANA,BROOKS,7/9/1976,S,F,"$20,000 ",0,High School,Manual,N,2
25671,MR.,BRETT,ARUN,11/6/1976,S,M,"$20,000 ",0,High School,Manual,N,2
25672,MS.,JANELLE,SUBRAM,4/13/1975,S,F,"$10,000 ",0,Partial High School,Manual,Y,1
25673,MR.,ISAIAH,TURNER,4/10/1976,S,M,"$20,000 ",0,High School,Manual,Y,2
25674,MR.,REGINALD,NAVARRO,7/26/1976,S,M,"$30,000 ",0,Partial College,Clerical,N,4
25675,MR.,JOE,BLANCO,6/11/1976,S,M,"$30,000 ",0,Partial College,Clerical,N,4
25676,MS.,MACKENZIE,SCOTT,8/13/1976,S,F,"$30,000 ",0,Partial College,Clerical,Y,4
25677,MS.,VERONICA,LOPEZ,2/25/1974,M,F,"$20,000 ",0,Partial High School,Manual,Y,2
25678,MS.,ERICA,YANG,11/3/1974,S,F,"$20,000 ",0,Partial High School,Manual,N,2
25679,MS.,MEREDITH,RODRIGUEZ,6/21/1975,S,F,"$30,000 ",0,Partial College,Clerical,N,4
25680,MR.,MANUEL,SUBRAM,9/26/1975,S,M,"$30,000 ",0,Partial College,Clerical,N,4
25681,MS.,MELINDA,SERRANO,3/2/1975,S,F,"$30,000 ",0,Partial College,Clerical,N,4
25682,MS.,CHERYL,RAMOS,11/26/1973,M,F,"$10,000 ",0,Partial High School,Manual,Y,1
25683,MS.,EBONY,RUIZ,8/25/1970,S,F,"$10,000 ",0,Graduate Degree,Manual,N,1
25684,MR.,JERMAINE,SANCHEZ,3/3/1962,S,M,"$10,000 ",1,Graduate Degree,Manual,N,1
25685,MRS.,BARBARA,LIU,12/20/1962,M,F,"$10,000 ",1,Bachelors,Manual,Y,1
25686,MRS.,NAOMI,HERNANDEZ,5/9/1962,S,F,"$20,000 ",1,Graduate Degree,Manual,N,2
25687,MRS.,JADE,COOK,9/13/1961,S,F,"$10,000 ",1,Bachelors,Manual,N,1
25688,MR.,PATRICK,MORRIS,7/25/1961,S,M,"$10,000 ",1,Bachelors,Manual,Y,1
25689,MRS.,ANDREA,CAMPBELL,5/23/1962,S,F,"$20,000 ",1,Graduate Degree,Clerical,Y,2
25690,MR.,THEODORE,ALVAREZ,6/13/1961,M,M,"$20,000 ",1,Graduate Degree,Clerical,Y,2
25691,MR.,MITCHELL,BLACK,7/25/1961,M,M,"$20,000 ",1,Graduate Degree,Clerical,N,2
25692,MR.,KELVIN,YUAN,6/17/1935,M,M,"$30,000 ",1,Graduate Degree,Clerical,Y,4
25693,MRS.,BRANDY,SUBRAM,8/22/1962,S,F,"$30,000 ",5,Graduate Degree,Clerical,Y,4
25694,MRS.,DAWN,RAJE,4/23/1962,S,F,"$30,000 ",4,Graduate Degree,Clerical,Y,4
25695,MRS.,KRISTINE,BLANCO,4/16/1958,S,F,"$10,000 ",1,Bachelors,Manual,N,1
25696,MR.,DAMIEN,LUO,8/22/1957,M,M,"$10,000 ",1,Partial College,Manual,Y,1
25697,MR.,MIGUEL,HARRIS,4/11/1956,S,M,"$10,000 ",2,Partial College,Manual,N,1
25698,MRS.,ARIANA,MURPHY,7/28/1956,M,F,"$10,000 ",2,Partial College,Manual,Y,1
25699,MR.,MARCUS,KELLY,9/21/1956,S,M,"$10,000 ",2,Partial College,Manual,Y,1
25700,MRS.,FAITH,COLEMAN,8/18/1954,S,F,"$10,000 ",2,Partial College,Manual,Y,1
25701,MR.,FRANCISCO,GARCIA,6/4/1940,M,M,"$20,000 ",1,Bachelors,Clerical,Y,2
25702,MRS.,EVELYN,LOPEZ,4/14/1942,S,F,"$20,000 ",1,Partial College,Manual,Y,2
25703,MRS.,SUMMER,RANA,7/21/1942,M,F,"$30,000 ",1,Bachelors,Clerical,Y,4
25704,MR.,SETH,MURPHY,2/5/1980,S,M,"$10,000 ",0,Partial College,Manual,Y,1
25705,MR.,LEVI,PRASAD,6/26/1979,S,M,"$10,000 ",0,Partial College,Manual,Y,1
25706,MR.,FRANCISCO,MADAN,6/14/1978,S,M,"$10,000 ",0,Partial College,Manual,N,1
25707,MR.,LOUIS,RAJE,11/23/1978,M,M,"$10,000 ",0,Partial College,Manual,Y,1
25708,MS.,MISTY,SHARMA,7/9/1978,S,F,"$10,000 ",0,Partial College,Manual,N,1
25709,MRS.,SAVANNAH,LOPEZ,1/9/1979,M,F,"$10,000 ",1,High School,Manual,Y,1
25710,MS.,DIANA,GILL,11/21/1979,M,F,"$20,000 ",0,Bachelors,Clerical,N,2
25711,MR.,MARIO,LUO,9/23/1979,S,M,"$20,000 ",0,Bachelors,Clerical,N,2
25712,MR.,BRENT,HE,8/16/1979,S,M,"$20,000 ",0,Bachelors,Clerical,Y,2
25713,MS.,LATASHA,GILL,3/19/1979,S,F,"$20,000 ",0,Bachelors,Clerical,Y,2
25714,MR.,DARREN,GUTIERREZ,9/3/1978,S,M,"$20,000 ",0,Bachelors,Clerical,Y,2
25715,MS.,TABITHA,SARA,7/21/1978,S,F,"$20,000 ",0,Bachelors,Clerical,N,2
25716,MR.,EDWIN,GAO,11/25/1978,S,M,"$20,000 ",0,Bachelors,Clerical,N,2
25717,MR.,ERNEST,GUO,3/18/1978,M,M,"$20,000 ",0,Bachelors,Clerical,Y,2
25718,MR.,TERRANCE,MARTINEZ,8/24/1977,S,M,"$20,000 ",0,Partial College,Manual,N,2
25719,MRS.,KRISTINE,DIAZ,2/11/1943,S,F,"$20,000 ",2,Partial College,Manual,N,2
25720,MR.,RONALD,GARCIA,4/4/1943,M,M,"$20,000 ",2,Partial College,Manual,N,2
25721,MRS.,APRIL,NARA,10/20/1943,M,F,"$30,000 ",1,Bachelors,Clerical,Y,4
25722,MR.,NOAH,MITCHELL,7/19/1961,S,M,"$20,000 ",1,Partial College,Manual,N,2
25723,MRS.,KATE,NARA,11/13/1961,S,F,"$30,000 ",4,Graduate Degree,Clerical,N,4
25724,MRS.,TABITHA,FERNANDEZ,8/26/1961,M,F,"$30,000 ",4,Graduate Degree,Clerical,Y,4
25725,MR.,CHAD,LAL,2/4/1961,M,M,"$30,000 ",4,Graduate Degree,Clerical,Y,4
25726,MR.,BRENDAN,DENG,11/5/1961,S,M,"$30,000 ",4,Graduate Degree,Clerical,Y,4
25727,MRS.,CHERYL,TORRES,11/21/1961,M,F,"$30,000 ",4,Graduate Degree,Clerical,Y,4
25728,MR.,NELSON,ROMERO,3/8/1961,M,M,"$30,000 ",3,Graduate Degree,Clerical,N,4
25729,MRS.,TABITHA,KAPOOR,1/12/1960,M,F,"$20,000 ",1,Partial College,Manual,Y,2
25730,MRS.,ISABELLE,SIMMONS,1/13/1960,S,F,"$20,000 ",1,Partial College,Manual,Y,2
25731,MRS.,COLLEEN,TANG,5/3/1960,S,F,"$20,000 ",1,Partial College,Manual,Y,2
25732,MRS.,JOANNA,SANZ,9/10/1960,M,F,"$20,000 ",1,Partial College,Manual,N,2
25733,MRS.,JOANNA,BLANCO,11/18/1959,S,F,"$10,000 ",1,High School,Manual,Y,1
25734,MR.,ALVIN,ZHENG,9/13/1958,S,M,"$30,000 ",1,Graduate Degree,Clerical,N,4
25736,MR.,DARRELL,STONE,3/8/1960,M,M,"$30,000 ",3,Bachelors,Clerical,Y,4
25737,MR.,MARSHALL,LIU,3/20/1960,M,M,"$40,000 ",3,Graduate Degree,Clerical,Y,5
25738,MS.,JACQUELYN,RUIZ,7/16/1959,M,F,"$30,000 ",0,Bachelors,Clerical,Y,4
25739,MR.,CORY,RODRIGUEZ,6/20/1958,S,M,"$30,000 ",1,Bachelors,Clerical,N,4
25740,MRS.,KELLIE,MUNOZ,3/22/1970,M,F,"$10,000 ",1,High School,Manual,Y,1
25741,MS.,TABITHA,SAI,4/26/1970,M,F,"$30,000 ",0,Bachelors,Clerical,Y,4
25742,MRS.,TAMARA,HE,2/11/1969,S,F,"$10,000 ",2,High School,Manual,Y,1
25743,MR.,ALVIN,LIU,10/12/1970,M,M,"$30,000 ",0,Bachelors,Clerical,N,4
25744,MR.,GABRIEL,GRIFFIN,5/20/1970,M,M,"$30,000 ",0,Bachelors,Clerical,Y,4
25745,MS.,MAYRA,ARUN,6/10/1969,S,F,"$20,000 ",0,Partial College,Manual,N,2
25746,MS.,LINDSAY,SIMPSON,4/26/1969,S,F,"$20,000 ",0,Partial College,Manual,Y,2
25747,MR.,MARSHALL,XU,7/21/1969,S,M,"$20,000 ",0,Partial College,Manual,N,2
25748,MRS.,KAYLA,BUTLER,8/11/1969,S,F,"$30,000 ",1,Bachelors,Clerical,N,4
25749,MRS.,ASHLEE,MOYER,8/6/1969,M,F,"$30,000 ",1,Bachelors,Clerical,N,4
25750,MR.,FRANCIS,BLANCO,3/2/1969,S,M,"$40,000 ",0,Graduate Degree,Clerical,Y,5
25751,MS.,GINA,ALVAREZ,2/3/1969,M,F,"$60,000 ",0,Graduate Degree,Skilled Manual,Y,7
25752,MRS.,CHRISTY,MCDONALD,10/25/1952,S,F,"$20,000 ",2,Partial College,Manual,N,2
25753,MRS.,NICHOLE,LAL,8/14/1951,S,F,"$10,000 ",3,High School,Manual,N,1
25754,MR.,CALVIN,SHARMA,11/21/1951,S,M,"$10,000 ",4,High School,Manual,N,1
25755,MR.,JEFFERY,HUANG,4/24/1968,M,M,"$10,000 ",3,High School,Manual,Y,1
25756,MRS.,CASSANDRA,MALHOTRA,8/12/1968,M,F,"$20,000 ",1,Partial College,Manual,Y,2
25757,MR.,JEFFERY,WU,7/11/1968,S,M,"$20,000 ",1,Partial College,Manual,N,2
25758,MRS.,LESLIE,GUTIERREZ,4/7/1968,M,F,"$20,000 ",1,Partial College,Manual,N,2
25759,MRS.,SAVANNAH,KELLY,2/13/1968,S,F,"$20,000 ",1,Partial College,Manual,Y,2
25762,MRS.,STEFANIE,FERNANDEZ,2/12/1968,M,F,"$30,000 ",1,Bachelors,Clerical,Y,4
25763,MRS.,HANNAH,JOHNSON,11/3/1968,M,F,"$90,000 ",4,Partial College,Skilled Manual,Y,10
25764,MRS.,ALEXANDRIA,PRICE,3/17/1968,S,F,"$90,000 ",4,Partial College,Skilled Manual,N,10
25765,MRS.,NATALIE,WATSON,11/16/1968,S,F,"$100,000 ",2,Bachelors,Management,N,11
25766,MRS.,ALLISON,KELLY,3/9/1968,M,F,"$100,000 ",3,Bachelors,Management,Y,11
25767,MRS.,BAILEY,HILL,10/22/1968,S,F,"$100,000 ",3,Bachelors,Management,N,11
25768,MR.,TYRONE,RUIZ,1/2/1957,M,M,"$120,000 ",2,High School,Professional,Y,13
25769,MR.,GERALD,RUBIO,6/27/1957,S,M,"$130,000 ",2,Partial College,Professional,N,14
25770,MR.,REGINALD,BLANCO,9/23/1956,M,M,"$90,000 ",2,High School,Professional,Y,10
25771,MRS.,GABRIELLA,RIVERA,4/8/1956,S,F,"$120,000 ",3,High School,Professional,N,13
25772,MR.,HAROLD,KAPOOR,11/5/1956,S,M,"$120,000 ",3,High School,Professional,Y,13
25773,MR.,JACK,SIMMONS,5/24/1956,S,M,"$120,000 ",3,High School,Professional,N,13
25774,MR.,COREY,PAL,3/5/1956,M,M,"$130,000 ",3,Partial College,Professional,Y,14
25775,MRS.,MARIE,CHANDRA,5/22/1956,M,F,"$130,000 ",3,Partial College,Professional,Y,14
25776,MR.,DAMIEN,ZHOU,5/17/1956,M,M,"$160,000 ",2,High School,Professional,Y,16
25777,MRS.,STEPHANIE,BUTLER,3/10/1955,M,F,"$90,000 ",2,High School,Professional,Y,10
25778,MR.,LARRY,GOMEZ,4/6/1955,M,M,"$130,000 ",3,Partial College,Professional,Y,14
25779,MR.,MARSHALL,CAI,5/16/1944,M,M,"$90,000 ",5,Partial College,Professional,N,10
25780,MRS.,DANA,GILL,6/5/1944,S,F,"$90,000 ",5,Partial College,Professional,N,10
25781,MR.,ALEJANDRO,XIE,2/19/1944,S,M,"$160,000 ",3,Bachelors,Management,N,16
25782,MR.,MARSHALL,GAO,7/4/1946,M,M,"$130,000 ",4,Partial College,Professional,N,14
25783,MR.,OMAR,SUN,9/15/1946,S,M,"$130,000 ",4,Partial College,Professional,N,14
25784,MR.,DAMIEN,RAJE,12/3/1946,S,M,"$160,000 ",3,Bachelors,Management,N,16
25785,MR.,JACKSON,EDWARDS,8/15/1954,S,M,"$90,000 ",3,High School,Professional,Y,10
25786,MRS.,CHERYL,ROMERO,7/1/1953,M,F,"$90,000 ",3,Partial College,Professional,Y,10
25787,MR.,LEE,SERRANO,3/28/1954,M,M,"$100,000 ",3,High School,Professional,Y,11
25788,MRS.,NICHOLE,YUAN,10/8/1954,S,F,"$110,000 ",3,Partial College,Professional,N,12
25789,MRS.,JULIA,MITCHELL,8/12/1953,S,F,"$90,000 ",4,Partial College,Professional,Y,10
25790,MR.,CAMERON,PATTERSON,9/10/1953,M,M,"$100,000 ",3,Bachelors,Management,N,11
25791,MR.,SETH,FOSTER,5/27/1953,S,M,"$100,000 ",3,Bachelors,Management,N,11
25792,MRS.,ALYSSA,GONZALES,4/7/1953,S,F,"$110,000 ",3,Bachelors,Management,Y,12
25793,MRS.,ANN,RANA,8/17/1953,M,F,"$110,000 ",2,Partial College,Professional,N,12
25794,MRS.,KRISTIN,TANG,10/24/1952,S,F,"$90,000 ",4,High School,Professional,Y,10
25795,MRS.,MARIE,GOMEZ,7/13/1952,S,F,"$110,000 ",4,Partial College,Professional,Y,12
25796,MR.,KELVIN,JAI,3/12/1952,M,M,"$130,000 ",4,High School,Professional,Y,14
25797,MR.,MAX,TORRES,11/8/1951,M,M,"$80,000 ",4,High School,Professional,Y,9
25798,MR.,CHRISTIAN,COLEMAN,3/24/1951,S,M,"$130,000 ",4,High School,Professional,N,14
25799,MRS.,ARIANNA,JAMES,3/18/1951,S,F,"$130,000 ",4,High School,Professional,N,14
25800,MRS.,SHEENA,NATH,5/19/1950,S,F,"$110,000 ",4,High School,Management,N,12
25801,MR.,COLIN,RAJI,5/2/1950,M,M,"$150,000 ",4,Partial College,Management,N,15
25802,MR.,CLAYTON,HE,11/14/1949,S,M,"$120,000 ",4,Partial College,Management,N,13
25803,MR.,GREGORY,XU,5/9/1949,M,M,"$120,000 ",4,High School,Management,Y,13
25804,MR.,NELSON,TORRES,4/8/1949,M,M,"$150,000 ",4,Partial College,Management,Y,15
25805,MRS.,MELODY,GOMEZ,5/1/1949,M,F,"$170,000 ",5,Partial College,Management,N,17
25806,MR.,DWAYNE,DOMINGUEZ,5/6/1948,S,M,"$70,000 ",5,Partial High School,Skilled Manual,Y,8
25807,MRS.,KAITLIN,LOPEZ,11/10/1947,M,F,"$90,000 ",5,Partial High School,Skilled Manual,Y,10
25808,MRS.,JANET,CARLSON,5/2/1947,S,F,"$90,000 ",5,Partial High School,Skilled Manual,Y,10
25809,MR.,NICHOLAS,WILLIAMS,11/26/1975,M,M,"$60,000 ",0,Bachelors,Professional,Y,7
25810,MR.,JIMMY,SANZ,3/14/1975,S,M,"$60,000 ",0,Bachelors,Professional,Y,7
25811,MR.,MIGUEL,WRIGHT,7/26/1976,S,M,"$70,000 ",0,Bachelors,Professional,N,8
25812,MS.,DONNA,LAL,3/15/1976,S,F,"$70,000 ",0,Bachelors,Professional,Y,8
25813,MR.,ISAAC,HERNANDEZ,12/9/1975,S,M,"$80,000 ",0,Bachelors,Professional,Y,9
25814,MS.,KRYSTAL,ZENG,10/13/1975,S,F,"$80,000 ",0,Bachelors,Professional,N,9
25815,MS.,JACQUELYN,ROMERO,3/25/1975,M,F,"$80,000 ",0,Bachelors,Professional,Y,9
25816,Unknown,TERESA,NAVARRO,8/10/1975,M,Unknown,"$80,000 ",0,Bachelors,Professional,N,9
25817,MR.,ISAAC,PHILLIPS,11/5/1973,M,M,"$80,000 ",0,Bachelors,Professional,Y,9
25818,MR.,AARON,HILL,11/8/1974,S,M,"$80,000 ",0,Bachelors,Professional,Y,9
25819,MR.,CARLOS,MORGAN,8/18/1973,M,M,"$90,000 ",0,Bachelors,Professional,N,10
25820,MR.,ADAM,EVANS,11/25/1973,M,M,"$90,000 ",0,Bachelors,Professional,Y,10
25821,MS.,KRYSTAL,GAO,7/16/1973,S,F,"$110,000 ",0,Partial College,Management,Y,12
25823,MR.,JAIME,XIE,7/26/1973,S,M,"$110,000 ",0,Partial College,Management,Y,12
25824,MR.,TERRY,PAL,6/25/1972,M,M,"$90,000 ",0,Bachelors,Professional,N,10
25825,MS.,TAMMY,FERNANDEZ,6/7/1972,M,F,"$90,000 ",0,Bachelors,Professional,Y,10
25826,MR.,NATHANIEL,WATSON,4/10/1972,M,M,"$110,000 ",0,Partial College,Management,N,12
25827,MS.,KARLA,NARA,3/2/1971,S,F,"$100,000 ",0,High School,Management,Y,11
25828,MR.,RONALD,MADAN,9/3/1970,M,M,"$100,000 ",0,Partial High School,Professional,Y,11
25829,MS.,TONI,PATEL,3/16/1970,M,F,"$110,000 ",0,High School,Management,Y,12
25830,MR.,LOUIS,NATH,3/1/1970,M,M,"$120,000 ",0,Partial High School,Professional,Y,13
25831,MR.,SEBASTIAN,TORRES,6/25/1971,M,M,"$110,000 ",0,High School,Management,Y,12
25832,MR.,SHAWN,TANG,4/3/1971,S,M,"$110,000 ",0,Partial High School,Professional,N,12
25833,MRS.,SABRINA,HERNANDEZ,2/8/1949,M,F,"$40,000 ",4,High School,Professional,Y,5
25834,MR.,JEREMY,DAVIS,11/18/1948,S,M,"$30,000 ",4,High School,Professional,N,4
25835,MRS.,DESTINY,FLORES,12/10/1947,M,F,"$30,000 ",4,High School,Professional,N,4
25836,MR.,JAIME,LUO,12/19/1937,M,M,"$50,000 ",3,Graduate Degree,Management,Y,6
25837,MR.,TIMOTHY,COOK,10/26/1937,M,M,"$50,000 ",3,Graduate Degree,Management,Y,6
25838,MRS.,MAKAYLA,REED,2/27/1938,S,F,"$60,000 ",3,Graduate Degree,Management,Y,7
25839,MR.,CONNOR,POWELL,9/6/1938,M,M,"$60,000 ",3,Graduate Degree,Management,Y,7
25840,MRS.,KARLA,PAL,1/17/1938,M,F,"$60,000 ",3,Graduate Degree,Management,Y,7
25841,MRS.,LINDSEY,BECKER,3/27/1938,S,F,"$60,000 ",3,Graduate Degree,Management,N,7
25842,MR.,COLE,BROOKS,4/10/1939,M,M,"$60,000 ",3,Graduate Degree,Management,Y,7
25843,MR.,HUNTER,PEREZ,2/17/1939,S,M,"$60,000 ",3,Graduate Degree,Management,Y,7
25844,MRS.,RILEY,BUTLER,10/19/1940,S,F,"$40,000 ",4,High School,Professional,N,5
25845,MR.,TIMOTHY,CAMPBELL,7/13/1940,S,M,"$60,000 ",3,Bachelors,Management,N,7
25846,MRS.,FAITH,BAILEY,8/26/1940,M,F,"$60,000 ",3,Bachelors,Management,Y,7
25847,MRS.,DESTINY,BROWN,12/12/1940,M,F,"$60,000 ",3,Graduate Degree,Management,Y,7
25848,MR.,SAMUEL,ROBINSON,6/11/1941,S,M,"$40,000 ",4,High School,Professional,Y,5
25849,MRS.,DANIELLE,COOPER,7/26/1941,M,F,"$50,000 ",3,Bachelors,Management,Y,6
25850,MR.,JARED,SANCHEZ,3/24/1941,M,M,"$50,000 ",3,Bachelors,Management,Y,6
25851,MR.,SETH,WASHINGTON,3/14/1941,S,M,"$50,000 ",4,Bachelors,Management,N,6
25852,MRS.,AMANDA,BENNETT,6/27/1942,S,F,"$50,000 ",4,Bachelors,Management,N,6
25853,MRS.,CHLOE,COLLINS,8/3/1943,M,F,"$60,000 ",4,Bachelors,Management,Y,7
25854,MR.,JORDAN,CHEN,8/10/1943,M,M,"$60,000 ",4,Bachelors,Management,Y,7
25855,MR.,DYLAN,DIAZ,4/5/1943,S,M,"$60,000 ",4,Bachelors,Management,N,7
25856,MR.,BENJAMIN,SHARMA,5/17/1944,S,M,"$30,000 ",4,High School,Professional,Y,4
25857,MRS.,ABIGAIL,PERRY,9/5/1944,S,F,"$30,000 ",5,Partial High School,Clerical,N,4
25858,MRS.,MARIAH,GONZALES,11/5/1945,S,F,"$20,000 ",5,Partial High School,Clerical,Y,2
25859,MRS.,MACKENZIE,PETERSON,6/4/1945,S,F,"$20,000 ",5,Partial High School,Clerical,Y,2
25860,MR.,JUSTIN,THOMAS,5/27/1945,S,M,"$20,000 ",5,Partial High School,Clerical,Y,2
25861,MR.,GARRETT,COOPER,2/26/1945,M,M,"$30,000 ",5,Partial High School,Skilled Manual,Y,4
25862,MR.,JARED,BELL,9/2/1945,M,M,"$30,000 ",2,Partial High School,Skilled Manual,N,4
